COUNTRY,SORT_ART_NR,ART_NAME,URL,Supplier,Suppl. Product code,EAN
SVK,1051341,Hadička flexi pro čerp. 500mm F1/2xF1/2,,Guvex,13651410050,8590391235232
SVK,1051952,Šrouby upenění umyvadla  8x120,,Guvex,12703111114,8590391236826
SVK,1051960,Šrouby k upevnění umyvadla  10x140,,Guvex,12703111128,8590391236833
SVK,1051978,Šrouby WC+bidet bílé  6x80mm,,Guvex,12703113103,8590391236857
SVK,3136264,Trubka     pozink.    2m                    1,,Guvex,103821,8590391103821
SVK,3136272,"Trubka     pozink.    0,5m                  1",,Guvex,103838,8590391103838
SVK,3136280,"Trubka     pozink.    0,5m                  3/4",,Guvex,103845,8590391103845
SVK,3136298,"Trubka     pozink.    0,5m                  1/2",,Guvex,103852,8590391103852
SVK,3136355,Trubka     pozink.    1m                    1/2,,Guvex,103975,8590391103975
SVK,3136363,Trubka     pozink.    1m                    3/4,,Guvex,103982,8590391103982
SVK,3136371,Trubka     pozink.    1m                    1,,Guvex,103999,8590391103999
SVK,3136397,Koleno     pozink.                          1/2,,Guvex,105030,8590391105030
SVK,3136405,Koleno     pozink.                          3/4,,Guvex,105047,8590391105047
SVK,3136413,Koleno     pozink.                1,,Guvex,105054,8590391105054
SVK,3136439,T-kus      pozink.                          1/2,,Guvex,105085,8590391105085
SVK,3136447,T-kus      pozink.                          3/4,,Guvex,105092,8590391105092
SVK,3136454,T-kus      pozink.                          1,,Guvex,105108,8590391105108
SVK,3136470,Vsuvka     pozink.                          3/4x1/2,,Guvex,105238,8590391105238
SVK,3136496,Nátrubek   pozink.                          1/2,,Guvex,105269,8590391105269
SVK,3136504,Nátrubek   pozink.                          3/4,,Guvex,105276,8590391105276
SVK,3136512,Nátrubek   pozink.                          1,,Guvex,105283,8590391105283
SVK,3136538,Vsuvka     pozink.                          1/2,,Guvex,105313,8590391105313
SVK,3136546,Vsuvka     pozink.                          ,,Guvex,105320,8590391105320
SVK,3136553,Vsuvka     pozink.                          1,,Guvex,105337,8590391105337
SVK,3136579,Strmen     opravný    16bar                 3/4,,Guvex,104682,8590391104682
SVK,3136603,Trubka     pozink.    2m                    1/2,,Guvex,104910,8590391104910
SVK,3136611,Trubka     pozink.    2m                    ,,Guvex,104927,8590391104927
SVK,3136637,Koleno     pozink.                          3/4,,Guvex,104996,8590391104996
SVK,3136694,Redukce    pozink.                          3/4x1/2,,Guvex,105184,8590391105184
SVK,3136728,Redukce    pozink.                          5/4x1,,Guvex,105214,8590391105214
SVK,3136744,Zátka      pozink.                          1/2,,Guvex,105368,8590391105368
SVK,3136751,Zátka      pozink.                          3/4,,Guvex,105375,8590391105375
SVK,3136793,Šroubení   pozink.                          3/4,,Guvex,105412,8590391105412
SVK,3136801,Šroubení   pozink.                          1,,Guvex,105429,8590391105429
SVK,3136827,Vsuvka     pozink.                          1x3/4,,Guvex,105580,8590391105580
SVK,3136942,Koleno     PPR        45                    25,,Guvex,180051,8590391180051
SVK,3136983,Nátrubek   PPR                              32,,Guvex,180242,8590391180242
SVK,3136991,Redukce    PPR        vni/vně               25x20,,Guvex,180259,8590391180259
SVK,3137023,Nátrubek   PPR        redukovaný            25x20,,Guvex,180280,8590391180280
SVK,3137064,Záslepka   PPR                              25,,Guvex,180358,8590391180358
SVK,3137098,Koleno     DG         PPR        MZV        20x3/4,,Guvex,180556,8590391180556
SVK,3137106,Koleno     DG         PPR        MZV        25x3/4,,Guvex,180570,8590391180570
SVK,3137114,Koleno     DG         PPR        MZV        32x1,,Guvex,180594,8590391180594
SVK,3137148,Koleno     DG         PPR        MZD        25x3/4,,Guvex,180631,8590391180631
SVK,3137155,Koleno     DG         PPR        MZD        32x1,,Guvex,180655,8590391180655
SVK,3137247,Koleno     PPR        90                    32,,Guvex,180099,8590391180099
SVK,3137262,T-kus      PPR                              25,,Guvex,180112,8590391180112
SVK,3137288,T-kus      PPR        redukovaný            25x20x25,,Guvex,180143,8590391180143
SVK,3137395,Přechod    PPR        DG         MZD        20x3/4,,Guvex,180495,8590391180495
SVK,3137429,T-kus      PPR        MZD                   25x1/2x25,,Guvex,180730,8590391180730
SVK,3137452,Nástěnka   PPR        MZD                   25x3/4,,Guvex,180808,8590391180808
SVK,3137619,Oblouk     Cu         90                    15,,Guvex,200223,8590391200223
SVK,3137627,Oblouk     Cu         90                    18,,Guvex,200230,8590391200230
SVK,3137635,Oblouk     Cu         90                    22,,Guvex,200247,8590391200247
SVK,3137676,T-kus      Cu                               15,,Guvex,200667,8590391200667
SVK,3137684,T-kus      Cu                               18,,Guvex,200674,8590391200674
SVK,3137692,T-kus      Cu                               22,,Guvex,200681,8590391200681
SVK,3137791,Příchytka  PPR        jednoduchá            25,,Guvex,180952,8590391180952
SVK,3137809,Příchytka  PPR        dvojitá               2x20,,Guvex,180969,8590391180969
SVK,3137965,Koleno     Cu         90                    15,,Guvex,200520,8590391200520
SVK,3137973,Koleno     Cu         90                    18,,Guvex,200537,8590391200537
SVK,3137981,Koleno     Cu         90                    22,,Guvex,200544,8590391200544
SVK,3138088,Nátrubek   Cu                               22,,Guvex,201046,8590391201046
SVK,3138120,Přechod    Cu         4243G                 15-1/2,,Guvex,201213,8590391201213
SVK,3138179,Přechod    Cu         4243G                 22-3/4,,Guvex,201268,8590391201268
SVK,3138278,Přechodka  Pex-Al     vnější                1/2x16,,Guvex,205150,8590391205150
SVK,3138450,T-kus      Pex-Al                           16x16x16,,Guvex,205259,8590391205259
SVK,3138674,Křížení    PPR        PN20                  20,,Guvex,206843,8590391206843
SVK,3138740,Trubka     Pex-Al                           20x2,,Guvex,205129,8590391205129
SVK,3146388,Objímka    trubky     dvoušroub  40-46      5/4,,Guvex,101063,8590391101063
SVK,3146396,Objímka    trubky     dvoušroub  48-53      6/4,,Guvex,101070,8590391101070
SVK,3146495,Prodloužen koupelnové            3/4 x 1/2  75mm,,Guvex,140642,8590391140642
SVK,3146503,Prodloužen koupelnové            3/4 x 1/2  95mm,,Guvex,140659,8590391140659
SVK,3146529,Objímka    trubky     jednošroub 20-23      1/2,,Guvex,101162,8590391101162
SVK,3146537,Objímka    trubky     jednošroub 25-30      3/4,,Guvex,101179,8590391101179
SVK,3146545,Objímka    trubky     jednošroub 31-38      1,,Guvex,101186,8590391101186
SVK,3146552,Šroub      kombi      2ks                   M8 x 80,,Guvex,101216,8590391101216
SVK,3205184,Šroubení   Cu                               15-1/2,,Guvex,201299,8590391201299
SVK,3220639,Šroubení   mosaz      přímé                 1,,Guvex,1 PŘÍMÉ,8590391207154
SVK,3313566,Třmen      opravný    16bar                 1,,Guvex,210413,8590391210413
SVK,3538881,Hadice     Flexi      Nerez       1/2x1/2x50,,Guvex,102435,8590391102435
SVK,3538899,Hadice     Flexi      Nerez       1/2x1/2x50,,Guvex,102442,8590391102442
SVK,3538956,Hadice     Flexi      Nerez       3/8x1/2x30,,Guvex,102589,8590391102589
SVK,3538964,Hadice     Flexi      Nerez       1/2x1/2x30,,Guvex,102596,8590391102596
SVK,3538972,Hadice     Flexi      Nerez       3/8x3/8x30,,Guvex,102619,8590391102619
SVK,3538998,Hadice     Flexi      Nerez       1/2x1/2x30,,Guvex,102640,8590391102640
SVK,3539111,Objímka    dvoušroub.                       72-78,,Guvex,101117,8590391101117
SVK,3539186,Hadice     Flexi      Nerez       1/2x1/2x40,,Guvex,102411,8590391102411
SVK,3539210,Hadice     pračková   napušťov.   1m,,Guvex,102718,8590391102718
SVK,3539269,"Hadice     pračková   napušťov.   3,5m",,Guvex,102763,8590391102763
SVK,3539319,Hadice     pračková   vypušťov.   3m B,,Guvex,102893,8590391102893
SVK,3540085,Vršek      baterie                          3/8,,Guvex,110508,8590391110508
SVK,3540143,Perlátor   vnitřní    Závit       2653 F24,,Guvex,110683,8590391110683
SVK,3540242,Kohout     průběžný   KE 83T                1/2,,Guvex,110058,8590391110058
SVK,3540275,Mosaz      Prodlouž.                        3/4 x 30,,Guvex,110171,8590391110171
SVK,3540499,Spona      nerez                            10 - 16 mm,,Guvex,120040,8590391120040
SVK,3540507,Spona      nerez                            12 - 20 mm,,Guvex,120057,8590391120057
SVK,3540523,Spona      nerez                            20 - 32 mm,,Guvex,120071,8590391120071
SVK,3540531,Spona      nerez                            25 - 40 mm,,Guvex,120088,8590391120088
SVK,3540549,Spona      nerez                            32 - 50 mm,,Guvex,120095,8590391120095
SVK,3540812,Spona      nerez                            50 - 70 mm,,Guvex,120101,8590391120101
SVK,3540879,Hadice     Plast      K WC        3/8x1/2x50,,Guvex,120217,8590391120217
SVK,3541018,Spojka     Plast. Y   3/4x3/4,,Guvex,140673,8590391140673
SVK,3541059,Prodlouž.                         1/2 x 10,,Guvex,140871,8590391140871
SVK,3541067,Prodlouž.                         1/2 x 20,,Guvex,140888,8590391140888
SVK,3541075,Mosaz      Vsuvka     Reduk.                1/2x3/8,,Guvex,140901,8590391140901
SVK,3541083,Mosaz      Vsuvka     Reduk.                3/4x3/8,,Guvex,140918,8590391140918
SVK,3541109,Mosaz      Vsuvka                           3/8,,Guvex,140932,8590391140932
SVK,3541166,Odbočka Y                         1/2x1/2,,Guvex,141076,8590391141076
SVK,3541208,Mosaz      Nátrubek                         1/2,,Guvex,141342,8590391141342
SVK,3541216,Mosaz      Nátrubek                         3/4,,Guvex,141359,8590391141359
SVK,3541224,Mosaz      Nátrubek                         1,,Guvex,141366,8590391141366
SVK,3541240,Mosaz      Nátrubek   Reduk.                3/4x1/2,,Guvex,141380,8590391141380
SVK,3541273,Mosaz      Redukce                          1 x 3/4,,Guvex,141410,8590391141410
SVK,3541281,Spojka     PE         mosaz      potrubí     1x32,,Guvex,140703,8590391140703
SVK,3541315,Spojka     PE         mosaz      potrubí    1x32,,Guvex,140734,8590391140734
SVK,3541349,Ventil     odvzduš.   Automat               1/2,,Guvex,140833,8590391140833
SVK,3541398,Mosaz      Redukce                          3/4x1/2,,Guvex,140987,8590391140987
SVK,3541422,Hadičník   mosaz                            1/2x14,,Guvex,141014,8590391141014
SVK,3541430,Hadičník   mosaz                            3/4x20,,Guvex,141021,8590391141021
SVK,3541497,Mosaz      Víčko                            1/2,,Guvex,141311,8590391141311
SVK,3541505,Mosaz      Víčko                            3/4,,Guvex,141328,8590391141328
SVK,3541521,Mosaz      Redukce    FEMA                  1/2x3/8,,Guvex,141427,8590391141427
SVK,3541539,Mosaz      Redukce    FEMA                  3/4x1/2,,Guvex,141434,8590391141434
SVK,3541554,Mosaz      Zátka                            1/2,,Guvex,141458,8590391141458
SVK,3541588,Mosaz      T - kus                          3/8,,Guvex,141489,8590391141489
SVK,3541604,Prodlouž.                         1/2 x 15,,Guvex,141588,8590391141588
SVK,3541620,Prodlouž.  1/2 x 40                         ,,Guvex,141601,8590391141601
SVK,3541737,Redukce    FEMA                   3/4x1/2,,Guvex,141793,8590391141793
SVK,3541752,Zátka      1/2                              1/2,,Guvex,141816,8590391141816
SVK,3541844,Mosaz      T - kus                          3/4,,Guvex,141502,8590391141502
SVK,3541851,Mosaz      T - kus                          1,,Guvex,141519,8590391141519
SVK,3541869,Mosaz      Koleno                FF         1/2,,Guvex,141526,8590391141526
SVK,3541893,Mosaz      Koleno                MF         3/4,,Guvex,141557,8590391141557
SVK,3541943,Prodlouž.  3/4 x 50                         ,,Guvex,141687,8590391141687
SVK,3541968,Víčko      3/4                              ,,Guvex,141700,8590391141700
SVK,3542024,Chróm      T - kus    1/2                   1/2,,Guvex,141847,8590391141847
SVK,3542065,Chróm      Koleno     1/2 MF                1/2 MF,,Guvex,141885,8590391141885
SVK,3542131,Mosaz      T - kus               MMM        1/2,,Guvex,142240,8590391142240
SVK,3542321,Mosaz      Redukce                          1 x 1/2,,Guvex,143292,8590391143292
SVK,3542339,Prodlouž.  1/2 x 30                         ,,Guvex,143322,8590391143322
SVK,3542420,Ventil     kulový     odvodnění             1/2,,Guvex,142455,8590391142455
SVK,3542438,Ventil     kulový     odvodnění             3/4,,Guvex,142462,8590391142462
SVK,3542446,Ventil     kulový     odvodnění             1,,Guvex,142479,8590391142479
SVK,3542453,Ventil     kulový     MIGNON                3/8,,Guvex,142486,8590391142486
SVK,3542479,Ventil     kulový     MIGNON                1/2,,Guvex,142509,8590391142509
SVK,3542594,Vsuvka     1/2                              1/2,,Guvex,143230,8590391143230
SVK,3542784,Mosaz      Koleno                MM         1/2,,Guvex,145142,8590391145142
SVK,3542826,Spojka     hadicová   plast      JS20       3/4,,Guvex,31310120075,8590391160022
SVK,3543154,Mosaz      Šroubení   K vodom.   1/2 sada   ,,Guvex,206348,8590391206348
SVK,3543162,Mosaz      Šroubení   K vodom.   3/4  sada  ,,Guvex,206355,8590391206355
SVK,3543188,Koleno     PPR        90                    20 MF,,Guvex,206553,8590391206553
SVK,3543204,Spojka     PP                               25,,Guvex,206966,8590391206966
SVK,3543238,Spojka     PP         redukovaná            40 x 32,,Guvex,206997,8590391206997
SVK,3543246,Přechod    PP                               25 3/4 ZV,,Guvex,207000,8590391207000
SVK,3543261,Přechod    PP                               32x1 ZV,,Guvex,207024,8590391207024
SVK,3543295,Vodoměr    bytový     studená               1/2,,Guvex,208779,8590391208779
SVK,3543436,Koleno     90         PP                    20,,Guvex,212264,8590391212264
SVK,3543535,Koleno     90         PP                    25,,Guvex,206904,8590391206904
SVK,3543600,Přechod    PP                               32x1 ZD,,Guvex,207055,8590391207055
SVK,3543618,T-kus      PP                               25,,Guvex,207062,8590391207062
SVK,3543626,T-kus      PP                               32,,Guvex,207079,8590391207079
SVK,3543717,Mosaz      Redukce    FEMA                  1 x 3/4,,Guvex,211007,8590391211007
SVK,3543725,Trubka     PE         Navin                 20x10m,,Guvex,212677,8590391212677
SVK,3543915,Kohout     průběžný   KE 83T 1              ,,Guvex,213100,8590391213100
SVK,3544061,Hadičník   mosaz                            1x25,,Guvex,212875,8590391212875
SVK,3544376,Hadice     Flexi      Nerez       1/2x1/2x80,,Guvex,213773,8590391213773
SVK,3544426,Perlátor   vnější     Závit       2653 M28,,Guvex,213841,8590391213841
SVK,3544517,Ventil     PP         kulový                25x3/4 ZD,,Guvex,213971,8590391213971
SVK,3544632,Hadice     Flexi      Nerez       1/2x1/2x60,,Guvex,213711,8590391213711
SVK,3544640,Hadice     Flexi      Nerez       1/2x1/2x80,,Guvex,213728,8590391213728
SVK,3544673,Hadice     Flexi      Nerez       1/2x1/2x60,,Guvex,213759,8590391213759
SVK,3544715,Ventil     PP         kulový                1,,Guvex,214022,8590391214022
SVK,3549797,Sada       upevňovací na umyv.              10x120,,Guvex,120132,8590391120132
SVK,3600335,Ventil     odvzduš.   automat    svislý     3/8,,Guvex,13490202330,8590391140550
SVK,3600418,"Spojka     GEBO       QI                    24,5-27,3",,Guvex,210451,8590391210451
SVK,3600517,Rukojeť    studená    chrom      5SC        ,,Guvex,214572,8590391214572
SVK,4293932,Ventil  rohový SCHELL  s fitrem 1/2x3/8,,Guvex,24504049460,4021163105735
SVK,4385563,Mosaz      odbočka Y  Y-kus      Odbočka Y  3/4,,Guvex,225363,8590391225363
SVK,4385571,Mosaz      hadičník   s matkou              1/2 x 3/4,,Guvex,217603,8590391217603
SVK,4385589,Tuk na     armatury   GLISSA                60 gr.,,Guvex,225394,8590391225394
SVK,4385597,Mosaz      hadičník   s matkou              3/4 x 3/4,,Guvex,217610,8590391217610
SVK,4406476,Ventil     zahradní   SCHELL     mat.chrom  1/2,,Guvex,24504034050,4021163102307
SVK,5075668,Prodlouž.             chrom                 1/2x80,,Guvex,12306050080,8590391228838
SVK,5075676,Prodlouž.             chrom                 1/2x100,,Guvex,12306050100,8590391228821
SVK,5075684,Prodlouž.             chrom                 1/2x60,,Guvex,12306050060,8590391228814
SVK,5075700,Kuželka    keramická  pravá                 ,,Guvex,24142100610,8590391235003
SVK,5075726,Ventil     pisoárový  časový     TE 855     1/2,,Guvex,24408010855,8590391211298
SVK,5075734,Kuželka    keramická  levá                  ,,Guvex,24142100620,8590391235010
SVK,5075809,Hadice     Flexi      nerez      60cm       F3/8xM3/8,,Guvex,13601190060,8590391219751
SVK,5075833,Hadice     Flexi      průmyslová 50cm       F1xF1,,Guvex,13651550050,8590391235102
SVK,5075841,Hadice     Flexi      průmyslová 30cm       F3/4xM3/4,,Guvex,13651470030,8590391235140
SVK,5075858,Hadice     Flexi      k baterii  30cm       F3/8xM10,,Guvex,13602210030,8590391216651
SVK,5075882,Hadice     Flexi      průmyslová 30cm       F1xM1,,Guvex,13651570030,8590391235126
SVK,5075924,Hadice     Flexi      průmyslová 30cm       F3/4xF3/4,,Guvex,13651450030,8590391235195
SVK,5075965,Hadice     Flexi      nerez      80cm       F3/8xM3/8,,Guvex,13601190080,8590391219591
SVK,5075981,Hadice     Flexi      nerez      100cm      F3/8xM3/8,,Guvex,13601190100,8590391219607
SVK,5076005,Hadice     Flexi      nerez      100cm      F1/2xM1/2,,Guvex,13601350100,8590391224694
SVK,5076013,Hadice     Flexi      nerez      100cm      F3/8xF3/8,,Guvex,13601170100,8590391216323
SVK,5076021,Hadice     Flexi      nerez      100cm      F1/2xF1/2,,Guvex,13601330100,8590391213698
